,srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,tat_in_days
51,2936017,1,23,400001,233,233,131,0,0.002051661450425046,411023,2017-04-13,2017-04-13,2018-03-03,4398,2018-03-09,11
52,2940545,6,3,560011,233,233,228,0,0.002051661450425046,560049,2018-01-16,2017-03-29,2018-03-05,4465,2018-03-07,12
53,2887249,9,9,411016,233,233,228,1,0.002051661450425046,414001,2017-08-22,2017-08-03,2018-02-19,4023,2018-03-07,12
54,2978501,2,2,110018,308,233,228,0,0.002051661450425046,122003,2018-02-25,2017-04-08,2018-03-14,4092,2018-03-15,13
55,3013507,8,5,380009,201,233,131,4,0.002051661450425046,382750,2018-03-07,2018-02-07,2018-03-24,4039,2018-03-31,15
56,3035976,1,6,160059,233,233,228,1,0.002051661450425046,160047,2017-07-01,2017-06-14,2018-03-29,4437,2018-03-31,11
57,3057218,0,26,560066,233,233,131,1,0.002051661450425046,603002,2017-06-19,2017-06-16,2018-04-05,5001,2018-04-07,10
58,3086262,1,23,400001,233,233,228,0,0.002051661450425046,400093,2017-11-24,2017-01-18,2018-04-15,4398,2018-04-16,11
59,3078906,0,22,400104,233,233,131,0,0.002051661450425046,401208,2017-07-13,2017-07-10,2018-04-12,4581,2018-04-19,12
60,2822707,0,21,110015,233,245,131,0,0.002051661450425046,110007,2017-10-23,2017-10-18,2018-01-31,4580,2018-02-09,11
61,2874119,1,3,560011,233,245,228,1,0.002051661450425046,590010,2018-01-13,2017-03-31,2018-02-15,4460,2018-02-21,9
62,2879096,0,11,641012,201,201,131,4,0.002051661450425046,691005,2017-11-30,2017-11-24,2018-02-16,4495,2018-02-20,14
63,3041893,9,2,110018,233,233,228,2,0.002051661450425046,335001,2017-05-04,2016-11-20,2018-03-31,4093,2018-04-04,12
64,3085048,0,26,560066,233,233,228,0,0.002051661450425046,560098,2017-06-09,2016-10-05,2018-04-14,5001,2018-04-16,10
65,2833586,0,21,110015,201,233,131,3,0.002051661450425046,331802,2017-04-06,2017-04-03,2018-02-03,4580,2018-02-21,15
66,3029632,1,27,110034,233,233,131,1,0.002051661450425046,136027,2017-11-07,2017-09-19,2018-03-28,4388,2018-04-07,12
67,2953931,0,8,700064,233,233,131,0,0.002051661450425046,700006,2017-12-14,2017-10-17,2018-03-08,4508,2018-03-10,12
68,2946014,0,4,600024,233,233,131,0,0.002051661450425046,600069,2017-10-25,2017-10-14,2018-03-06,4490,2018-03-08,10
69,3011371,1,23,400001,308,233,131,0,0.002051661450425046,400070,2017-03-29,2017-03-28,2018-03-23,4398,2018-04-11,10
70,3084072,0,21,110015,233,233,131,0,0.002051661450425046,110068,2017-04-17,2017-04-14,2018-04-14,4580,2018-04-17,11
71,2896365,0,8,700064,233,233,228,0,0.002051661450425046,700046,2018-01-15,2017-08-12,2018-02-22,4508,2018-02-23,12
72,3021704,3,12,302006,233,233,131,1,0.002051661450425046,342001,2017-11-23,2017-11-17,2018-03-26,4453,2018-03-29,16
73,2904158,0,7,500004,233,233,131,0,0.002051661450425046,500008,2017-10-06,2017-09-30,2018-02-24,4403,2018-02-27,10
74,3035437,3,2,110018,233,233,228,1,7.125,125001,2017-01-27,2017-01-12,2018-03-29,4091,2018-04-07,13
75,2870227,0,2,110018,233,233,131,0,0.002051661450425046,110085,2017-11-26,2017-11-24,2018-02-14,4147,2018-02-21,12
76,3013338,1,27,110034,308,233,228,0,0.002051661450425046,122001,2017-06-04,2017-06-04,2018-03-24,4388,2018-03-27,12
77,2848947,0,21,110015,233,233,131,1,0.002051661450425046,131001,2017-05-13,2017-05-05,2018-02-07,4580,2018-02-12,11
78,2846763,1,2,110018,233,233,228,0,0.002051661450425046,121006,2017-08-25,2017-08-19,2018-02-06,4388,2018-02-14,12
79,2883269,0,2,110018,233,233,228,0,0.002051661450425046,110096,2018-01-02,2017-09-26,2018-02-18,4147,2018-02-23,12
80,2843740,3,12,302006,233,233,228,1,0.002051661450425046,334001,2017-10-16,2017-07-13,2018-02-06,4453,2018-02-19,16
81,2904312,7,12,302006,233,233,228,0,0.002051661450425046,302026,2018-02-08,2017-02-01,2018-02-24,4459,2018-02-26,15
82,2924654,8,4,600024,233,233,131,0,0.002051661450425046,600078,2017-12-17,2017-12-07,2018-02-28,4490,2018-03-09,11
83,2938914,1,2,110018,233,233,228,0,0.002051661450425046,201001,2018-02-12,2017-08-08,2018-03-04,4388,2018-03-11,12
84,2822482,14,1,400059,233,233,131,0,0.002051661450425046,400705,2017-02-18,2017-02-15,2018-01-31,4581,2018-03-06,12
85,2943376,0,22,400104,233,233,131,0,0.002051661450425046,400607,2016-05-19,2016-05-18,2018-03-05,4581,2018-03-09,12
86,2979916,0,21,110015,233,233,131,2,0.002051661450425046,143105,2018-02-01,2018-02-01,2018-03-14,4580,2018-03-19,11
87,3041172,0,21,110015,308,233,131,0,0.002051661450425046,110051,2017-10-02,2017-10-02,2018-03-31,4580,2018-04-04,9
88,3049892,1,27,110034,233,233,131,0,0.002051661450425046,110060,2017-06-16,2017-06-15,2018-04-03,4388,2018-04-05,12
89,3034718,1,25,560037,233,233,131,0,0.002051661450425046,600030,2018-01-17,2017-01-16,2018-03-29,4460,2018-04-01,10
90,3054515,1,25,560037,233,233,131,0,0.002051661450425046,600092,2017-05-04,2017-05-02,2018-04-04,4460,2018-04-09,10
91,3011372,3,9,411016,233,233,228,0,0.002051661450425046,411028,2017-06-11,2015-08-14,2018-03-23,4548,2018-03-31,14
92,2931879,8,5,380009,233,245,131,1,0.002051661450425046,360001,2017-12-08,2017-04-08,2018-03-03,4039,2018-03-24,11
93,3061051,1,25,560037,308,245,131,0,0.002051661450425046,560048,2017-04-21,2017-04-21,2018-04-06,4460,2018-04-11,9
94,2838851,0,21,110015,233,233,131,0,0.002051661450425046,110063,2017-08-14,2017-08-09,2018-02-04,4580,2018-02-06,11
95,2883744,0,21,110015,233,233,131,2,0.002051661450425046,143505,2018-01-10,2017-05-03,2018-02-18,4580,2018-02-21,11
96,3003851,0,2,110018,308,245,228,0,0.002051661450425046,110017,2018-02-28,2017-09-07,2018-03-21,4580,2018-03-23,10
97,2865482,1,8,700064,233,233,131,0,0.002051661450425046,700156,2018-02-09,2018-02-07,2018-02-13,4499,2018-02-16,12
98,2949800,0,7,500004,233,233,131,0,0.002051661450425046,500079,2017-05-19,2017-05-17,2018-03-07,4403,2018-03-17,10
99,2909787,2,2,110018,233,233,228,0,0.002051661450425046,110043,2017-08-09,2017-02-22,2018-02-26,4092,2018-02-27,13
100,2854751,0,21,110015,233,233,131,0,0.002051661450425046,110049,2017-07-06,2017-07-05,2018-02-09,4580,2018-02-12,11
101,2849456,4,3,560011,233,233,131,0,0.002051661450425046,560050,2018-01-05,2018-01-05,2018-02-07,4460,2018-02-16,11
102,2932154,4,23,400001,233,233,131,0,0.002051661450425046,380022,2018-01-11,2018-01-11,2018-03-03,4398,2018-03-07,13
103,2932154,4,23,400001,233,0,131,0,0.002051661450425046,380022,2018-01-11,2018-01-11,2018-03-03,4398,2018-03-07,13
104,2985584,4,23,400001,201,233,131,3,0.002051661450425046,453111,2018-02-26,2018-02-26,2018-03-15,4398,2018-03-24,15
105,2854160,0,21,110015,233,233,131,0,0.002051661450425046,110084,2017-12-02,2017-11-28,2018-02-09,4580,2018-02-12,11
106,2987955,3,12,302006,233,233,131,1,0.002051661450425046,342001,2017-10-13,2016-06-16,2018-03-16,4453,2018-03-20,16
107,3007421,1,23,400001,233,233,131,0,0.002051661450425046,411038,2017-05-02,2017-05-02,2018-03-22,4398,2018-03-24,11
108,3053312,4,6,160059,233,233,131,2,0.002051661450425046,143001,2017-10-11,2017-10-10,2018-04-04,4437,2018-04-15,13
109,2934361,1,12,302006,233,233,228,1,0.002051661450425046,313001,2018-01-29,2017-11-29,2018-03-03,4407,2018-03-05,13
110,2979407,0,22,400104,233,233,131,1,0.002051661450425046,361140,2017-10-09,2017-10-06,2018-03-14,4581,2018-03-29,12
111,3001378,3,4,600024,233,233,228,0,0.002051661450425046,600019,2018-02-28,2018-02-13,2018-03-20,4483,2018-03-29,12
112,3025387,1,6,160059,233,233,228,2,0.002051661450425046,141001,2018-01-04,2017-07-20,2018-03-27,4437,2018-03-31,11
113,2856532,14,1,400059,233,233,131,1,0.002051661450425046,452001,2017-02-12,2017-02-09,2018-02-09,4581,2018-02-13,12
114,3030131,0,7,500004,233,233,228,0,0.002051661450425046,500072,2018-03-04,2017-07-08,2018-03-28,4403,2018-03-30,10
115,2821171,3,2,110018,233,233,228,0,0.002051661450425046,122015,2017-12-18,2017-10-18,2018-01-30,4094,2018-02-01,14
116,2849313,0,3,560011,233,233,228,0,0.002051661450425046,560076,2018-01-09,2017-12-13,2018-02-07,4467,2018-02-12,10
117,2838919,4,8,700064,201,233,131,4,0.002051661450425046,711113,2018-01-27,2018-01-27,2018-02-04,4499,2018-02-11,18
118,2839783,0,21,110015,233,233,131,2,0.002051661450425046,152123,2017-08-30,2017-08-10,2018-02-05,4580,2018-02-12,11
119,2839783,0,21,110015,233,233,131,2,0.002051661450425046,152123,2017-08-30,2017-08-10,2018-02-05,4580,2018-02-12,11
120,2855601,0,17,800001,233,233,131,2,0.002051661450425046,834001,2017-10-11,2017-10-06,2018-02-09,4538,2018-02-14,12
121,2868202,0,3,560011,233,233,131,1,0.002051661450425046,580032,2018-01-12,2018-01-11,2018-02-14,4467,2018-02-19,10
122,2835214,3,12,302006,233,233,131,0,0.002051661450425046,302013,2017-08-10,2017-06-25,2018-02-03,4407,2018-02-16,15
123,2892610,3,2,110018,233,233,131,0,0.002051661450425046,122016,2017-09-12,2016-11-28,2018-02-21,4091,2018-02-24,13
124,2906296,0,4,600024,233,233,131,0,0.002051661450425046,600096,2017-05-06,2017-05-05,2018-02-25,4490,2018-03-03,10
125,2884859,0,21,110015,201,233,131,3,0.002051661450425046,335524,2018-01-10,2017-09-22,2018-02-19,4668,2018-03-07,16
126,3003578,3,2,110018,308,233,228,0,0.002051661450425046,110046,2018-03-01,2017-03-25,2018-03-21,4091,2018-03-27,13
127,3036158,0,21,110015,233,233,131,0,0.002051661450425046,201301,2017-06-16,2017-06-14,2018-03-29,4580,2018-04-01,11
128,3007060,1,23,400001,233,233,131,0,0.002051661450425046,400058,2017-05-04,2017-05-04,2018-03-22,4398,2018-04-02,11
129,2995265,3,3,560011,233,233,228,0,0.002051661450425046,560004,2018-03-11,2018-03-11,2018-03-19,4469,2018-03-28,12
130,3048957,1,27,110034,233,233,228,0,0.002051661450425046,201009,2017-12-16,2017-07-11,2018-04-03,4388,2018-04-05,12
131,3064024,1,6,160059,233,233,131,1,0.002051661450425046,160036,2017-12-16,2017-12-16,2018-04-07,4437,2018-04-10,11
132,3038673,3,1,400059,233,233,131,0,0.002051661450425046,400710,2017-11-27,2017-11-17,2018-03-30,4010,2018-04-11,14
133,3054305,0,22,400104,233,233,131,0,0.002051661450425046,400080,2017-04-13,2017-04-12,2018-04-04,4581,2018-04-09,12
134,3056252,1,27,110034,233,233,228,0,0.002051661450425046,110029,2017-05-09,2017-04-11,2018-04-05,4388,2018-04-17,12
135,2876909,3,2,110018,233,245,131,0,0.002051661450425046,110096,2017-09-06,2017-06-20,2018-02-16,4094,2018-02-20,14
136,2862113,0,26,560066,233,245,131,0,0.002051661450425046,560040,2016-07-28,2016-07-27,2018-02-12,5001,2018-03-16,10
137,2876160,3,2,110018,233,233,228,0,0.002051661450425046,121007,2017-12-27,2017-09-04,2018-02-16,4388,2018-02-21,14
138,3006324,1,6,160059,233,233,131,0,0.002051661450425046,160071,2018-01-02,2018-01-02,2018-03-22,4437,2018-03-24,11
139,2835363,0,7,500004,233,233,131,0,0.002051661450425046,500089,2017-02-24,2017-02-22,2018-02-03,4403,2018-02-14,10
140,3037453,0,22,400104,233,233,131,2,0.002051661450425046,415409,2017-08-24,2017-08-22,2018-03-30,4581,2018-04-03,12
141,2987148,7,3,560011,233,245,131,0,0.002051661450425046,560032,2017-10-04,2017-10-04,2018-03-16,4400,2018-03-17,11
142,2910212,0,21,110015,233,233,131,1,0.002051661450425046,125050,2017-08-09,2017-02-03,2018-02-26,4580,2018-03-03,11
143,3050106,0,22,400104,233,233,131,1,0.002051661450425046,440008,2017-06-30,2016-12-02,2018-04-03,4581,2018-04-13,12
144,2855771,3,7,500004,233,233,131,0,0.002051661450425046,500035,2017-10-18,2017-10-17,2018-02-09,4477,2018-02-22,12
145,3003544,0,21,110015,233,233,131,0,0.002051661450425046,302020,2017-10-17,2017-10-11,2018-03-21,4580,2018-03-26,11
146,2861488,12,1,400059,233,233,131,0,0.002051661450425046,110081,2017-10-24,2017-10-18,2018-02-11,4390,2018-03-05,23
147,3065821,0,21,110015,233,233,131,0,0.002051661450425046,122001,2017-09-19,2017-09-12,2018-04-08,4580,2018-04-15,11
148,2835502,0,21,110015,233,233,131,0,0.002051661450425046,110041,2017-09-05,2017-05-30,2018-02-03,4580,2018-02-08,11
149,2869153,0,22,400104,233,233,131,1,0.002051661450425046,395017,2017-04-13,2017-03-02,2018-02-14,4581,2018-02-19,12
150,2886326,1,3,560011,233,233,131,0,0.002051661450425046,560076,2017-12-29,2017-12-29,2018-02-19,4460,2018-02-21,9
151,2882267,15,1,400059,233,233,131,0,0.002051661450425046,560106,2018-01-11,2017-06-02,2018-02-17,4011,2018-02-21,18
152,2883958,1,9,411016,233,233,131,0,0.002051661450425046,411011,2017-09-04,2017-08-30,2018-02-18,4021,2018-02-21,12
153,2852611,1,1,400059,233,233,131,0,0.002051661450425046,400602,2017-06-28,2017-06-28,2018-02-08,4398,2018-02-26,11
154,2836058,24,1,400059,233,233,131,0,0.002051661450425046,400710,2017-09-25,2017-09-17,2018-02-03,4011,2018-02-19,20
155,2870588,2,1,400059,233,233,131,1,0.002051661450425046,422101,2017-05-26,2017-05-26,2018-02-14,4018,2018-02-24,16
156,2943441,0,17,800001,233,233,131,0,0.002051661450425046,800004,2017-06-15,2017-06-13,2018-03-05,4538,2018-03-09,12
157,2949640,3,4,600024,233,233,131,1,0.002051661450425046,636005,2017-03-20,2017-03-18,2018-03-07,4492,2018-03-10,12
158,2951215,0,21,110015,233,233,228,1,0.002051661450425046,282003,2018-01-22,2017-12-10,2018-03-07,4580,2018-03-17,11
159,3004630,0,21,110015,308,233,131,0,0.002051661450425046,110035,2017-08-18,2017-08-17,2018-03-21,4580,2018-03-28,9
160,2973024,0,7,500004,233,233,131,1,0.002051661450425046,533003,2017-03-27,2017-03-24,2018-03-12,4403,2018-03-26,10
161,3011239,0,21,110015,233,233,228,0,0.002051661450425046,122015,2017-07-06,2017-07-06,2018-03-23,4580,2018-03-30,11
162,3000598,0,21,110015,233,233,228,0,0.002051661450425046,201010,2018-03-03,2016-10-06,2018-03-20,4154,2018-03-24,12
163,3030507,0,17,800001,201,233,131,4,0.002051661450425046,803215,2017-05-16,2017-05-13,2018-03-28,4538,2018-03-31,16
164,3009461,1,27,110034,233,233,228,0,0.002051661450425046,302016,2017-06-02,2017-05-29,2018-03-23,4388,2018-04-01,12
165,3057192,1,27,110034,233,233,131,0,0.002051661450425046,110092,2018-01-15,2017-04-30,2018-04-05,4388,2018-04-11,12
166,3074344,1,25,560037,233,245,228,0,0.002051661450425046,560091,2018-04-03,2018-03-31,2018-04-11,4460,2018-04-16,10
167,3017312,1,6,160059,233,233,131,1,0.002051661450425046,148001,2017-03-28,2017-03-23,2018-03-25,4437,2018-03-30,11
168,2860280,1,2,110018,233,233,228,0,0.002051661450425046,121001,2017-08-06,2017-05-20,2018-02-10,4388,2018-02-17,12
169,2832836,1,4,600024,0,233,131,0,0.002051661450425046,600116,2017-05-14,2017-05-14,2018-02-02,4482,2018-02-04,9
170,2887534,1,6,160059,233,233,131,1,0.002051661450425046,160025,2018-01-31,2018-01-21,2018-02-19,4437,2018-02-28,11
171,2979628,17,1,400059,233,233,131,0,0.002051661450425046,110015,2018-02-23,2017-11-15,2018-03-14,4011,2018-03-18,18
172,2879480,0,3,560011,233,233,131,0,0.002051661450425046,560029,2016-11-22,2016-11-01,2018-02-17,4147,2018-02-20,12
173,2948011,1,12,302006,233,233,228,0,0.002051661450425046,302004,2017-09-17,2017-07-29,2018-03-06,4407,2018-03-17,13
174,2851199,0,3,560011,233,233,131,0,0.002051661450425046,560037,2017-03-30,2017-03-30,2018-02-08,4467,2018-02-10,10
175,2985709,2,2,110018,233,233,228,1,0.002051661450425046,209801,2017-06-16,2017-06-16,2018-03-15,4092,2018-03-18,13
176,2823550,0,8,700064,233,233,131,1,0.002051661450425046,713148,2017-12-27,2016-10-21,2018-01-31,4508,2018-02-04,12
177,2839869,0,7,500004,233,233,131,0,0.002051661450425046,500056,2017-03-22,2017-03-21,2018-02-05,4403,2018-02-10,10
178,2845484,0,21,110015,233,233,228,0,0.002051661450425046,201305,2018-01-15,2017-03-15,2018-02-06,4580,2018-02-07,11
179,2908320,5,2,110018,233,233,228,0,0.002051661450425046,110007,2017-08-06,2016-07-04,2018-02-26,4148,2018-02-28,13
180,2873112,19,2,110018,201,233,228,4,0.002051661450425046,388360,2017-08-01,2017-03-31,2018-02-15,4154,2018-02-19,23
181,2904883,3,2,110018,233,233,131,0,0.002051661450425046,201304,2017-10-03,2017-09-29,2018-02-24,4094,2018-02-27,14
182,2945258,1,2,110018,233,233,131,0,0.002051661450425046,110053,2017-09-08,2017-09-01,2018-03-06,4388,2018-03-13,12
183,2967014,1,2,110018,233,233,228,0,0.002051661450425046,110009,2018-02-16,2018-02-06,2018-03-10,4388,2018-03-12,12
184,2950522,0,22,400104,233,233,131,0,0.002051661450425046,380052,2017-09-12,2017-09-11,2018-03-07,4581,2018-03-09,12
185,3000380,0,21,110015,233,233,131,2,0.002051661450425046,144411,2017-05-20,2017-05-15,2018-03-20,4580,2018-03-22,11
186,2962723,1,2,110018,233,233,131,0,0.002051661450425046,110092,2017-04-28,2017-04-24,2018-03-10,4388,2018-03-22,12
187,2962723,1,2,110018,0,233,131,0,0.002051661450425046,110092,2017-04-28,2017-04-24,2018-03-10,4388,2018-03-22,12
188,2981246,0,21,110015,233,233,131,0,0.002051661450425046,302029,2017-12-15,2017-12-13,2018-03-14,4580,2018-03-23,11
189,2995195,0,26,560066,233,233,131,0,0.002051661450425046,641025,2016-05-28,2016-05-01,2018-03-19,4495,2018-03-23,9
190,2973748,3,11,641012,201,0,131,0,0.002051661450425046,641025,2017-04-13,2017-04-12,2018-03-13,4492,2018-03-22,16
191,3000612,3,3,560011,233,233,131,1,0.002051661450425046,590011,2018-02-27,2018-01-22,2018-03-20,4461,2018-03-23,13
192,2995876,0,17,800001,201,233,131,4,0.002051661450425046,815351,2017-10-07,2017-10-05,2018-03-19,4410,2018-04-04,16
193,3081263,0,22,400104,233,233,131,0,0.002051661450425046,400607,2017-07-22,2018-04-23,2018-04-13,4581,2018-04-18,12
194,3072387,1,25,560037,308,233,228,0,0.002051661450425046,560022,2018-02-18,2017-12-15,2018-04-10,4460,2018-04-18,9
195,2893036,3,3,560011,233,245,228,0,0.002051661450425046,560048,2017-11-15,2017-11-12,2018-02-21,4469,2018-02-24,12
196,2889463,0,3,560011,233,233,131,0,0.002051661450425046,560023,2017-09-27,2017-09-27,2018-02-20,4467,2018-02-23,10
197,2949420,1,2,110018,233,233,228,0,0.002051661450425046,110048,2017-08-17,2018-01-11,2018-03-07,4388,2018-03-14,12
198,3047285,0,26,560066,233,233,131,2,0.002051661450425046,635001,2017-12-22,2017-12-14,2018-04-02,5001,2018-04-06,10
199,2851719,0,22,400104,233,233,131,1,0.002051661450425046,395003,2017-03-06,2017-03-02,2018-02-08,4581,2018-02-15,12
200,3050820,3,5,380009,233,233,131,1,0.002051661450425046,390001,2017-11-27,2017-11-27,2018-04-03,4546,2018-04-14,13
201,2831087,3,1,400059,233,233,131,0,0.002051661450425046,401101,2017-11-02,2017-11-02,2018-02-02,4545,2018-02-06,13
202,3025646,0,22,400104,233,233,131,0,0.002051661450425046,421204,2017-04-10,2017-04-09,2018-03-27,4581,2018-04-01,12
203,2970923,0,26,560066,201,201,131,3,0.002051661450425046,686693,2017-09-28,2016-09-28,2018-03-12,4495,2018-03-18,13
204,3011431,0,21,110015,233,233,131,1,0.002051661450425046,132103,2018-02-22,2017-12-14,2018-03-23,4580,2018-03-26,11
205,2930527,19,2,110018,233,245,131,0,0.002051661450425046,110083,2018-02-13,2018-02-08,2018-03-02,4432,2018-03-20,17
206,2973842,2,1,400059,233,245,131,0,0.002051661450425046,380023,2017-12-08,2017-12-08,2018-03-13,4018,2018-03-27,16
207,2906533,0,17,800001,233,233,131,1,0.002051661450425046,844101,2017-08-16,2017-08-10,2018-02-25,4538,2018-02-27,12
